scriptName,time,crash,errorMessage
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第13章 神经网络应用实例/Elman网络预测上证股市开盘价/elman_stock.m",9.5856137,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第13章 神经网络应用实例/基于BP网络的个人信贷信用评估/credit_class.m",1.3683231,1,Index exceeds the number of array elements. Index must not exceed 1.
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第13章 神经网络应用实例/基于概率神经网络的手写体数字识别/digital_rec.m",2.9565439,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第2章 MATLAB快速入门/code/chapter2_3_2.m",0.089856,1,"Integers can only be combined with integers of the same class, or scalar doubles."
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第2章 MATLAB快速入门/code/chapter_2_3_5/use_d_func.m",1.2822714,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第6章 BP神经网络/code/main_batch.m",8.5219002,1,Index exceeds the number of array elements. Index must not exceed 0.
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第6章 BP神经网络/code/main_newff.m",0.5422021,1,Index exceeds the number of array elements. Index must not exceed 0.
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第6章 BP神经网络/code/main_seral.m",0.5545999,1,Index exceeds the number of array elements. Index must not exceed 0.
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/curve_filt_newrb_sim.m",0.1659652,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/grnn_test.m",0.1607138,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/pnn_test.m",0.0720198,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第7章 径向基函数网络/pnn_test2.m",0.4067254,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第9章 反馈神经网络/bsb_test.m",1.2996404,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第9章 反馈神经网络/elman_stockTest.m",0.3405646,0,
"Algorithms_MathModels/《MATLAB神经网络原理与实例精解》随书附带源程序/第9章 反馈神经网络/example9_4.m",0.3245749,1,Undefined function 'nnt2hop' for input arguments of type 'double'.
"Algorithms_MathModels/《基于MATLAB的高等数学问题求解》 随书附带源程序/CH07/bisect_demo.m",1.2254864,0,
"Awesome-Speech-Enhancement/tools/metric/measure_Csig_Cbak_Covl_segSNR_pesq_K14513_CD.m",0.0850211,1,Invalid file identifier. Use fopen to generate a valid file identifier.
"BPL/demo_fit.m",0.0108652,1,Undefined function 'warning_mode' for input arguments of type 'char'.
"BPL/bottomup/skeleton/test_generate_skeleton.m",0.0189555,1,Unable to find file or directory 'data_background_processed'.
"BPL/classification/demo_refit.m",0.0396065,1,Unrecognized function or variable 'loadlib'.
"BPL/forward_model/test_generate_character.m",0.0100758,1,Unrecognized function or variable 'defaultps'.
"BPL/forward_model/test_generate_exemplars.m",0.0092204,1,Unrecognized function or variable 'defaultps'.
"BPL/generate_exemplars/demo_generate_exemplar.m",0.0089108,1,Undefined function 'makestr' for input arguments of type 'char'.
"BPL/mcmc/TestMCMC.m",0.0089474,1,Unrecognized function or variable 'defaultps'.
"BPL/search/TestFitNewExemplar.m",0.0109488,1,Unrecognized function or variable 'defaultps'.
"BPL/stroke_util/test_nested_util.m",0.0094937,1,Undefined function 'vec' for input arguments of type 'double'.
"BPL/stroke_util/test_stroke_util.m",0.0155149,1,Undefined function 'aeq' for input arguments of type 'double'.
"BeatTheBookie/src/Figure1.m",0.1596551,1,Invalid file identifier. Use fopen to generate a valid file identifier.
"BeatTheBookie/src/Figure2A.m",0.2392808,1,Invalid file identifier. Use fopen to generate a valid file identifier.
"BeatTheBookie/src/Figure2B.m",0.1646131,1,Unrecognized function or variable 'ids'.
"BeatTheBookie/src/Figure3.m",0.2389033,1,Invalid file identifier. Use fopen to generate a valid file identifier.
"CAM/ILSVRC_evaluate_bbox.m",0.0571613,1,Unable to find file or directory 'imagenet_toolkit/ILSVRC2014_devkit/evaluation/cache_groundtruth.mat'.
"CAM/ILSVRC_generate_heatmap.m",0.1524643,1,Undefined function 'caffe' for input arguments of type 'char'.
"CAM/demo.m",1.5177455,0,
"CAM/evaluation/demo_eval_clsloc.m",0.6013799,1,The file '/data/vision/torralba/deeplearning/visualization/prediction_imagenetValSet_googlenet_imagenet.txt' could not be opened because: No such file or directory
"CAM/evaluation/demo_eval_det.m",-1,NaN,
"CAM/evaluation/showLocalizationGT.m",0.5608952,1,Unable to find file or directory 'C:\data\vision\torralba\deeplearning\imagenet_toolkit\ILSVRC2014_devkit\data\meta_clsloc.mat'.
"CBIG/external_packages/SD/SDv1.5.1-svn593/compile_all.m",0.9012634,1,"Supported compiler not detected. You can install the freely available MinGW-w64 C/C++ compiler; see <a href=""matlab: helpview([docroot '/matlab/helptargets.map'],'install_mingw')"">Install MinGW-w64 Compiler</a>. For more options, visit <a href=""https://www.mathworks.com/support/compilers"">https://www.mathworks.com/support/compilers</a>."
"Coursera-Machine-Learning-Stanford/Week 2/Programming Assignment/machine-learning-ex1/ex1/ex1.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 2/Programming Assignment/machine-learning-ex1/ex1/ex1_multi.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 2/Programming Assignment/machine-learning-ex1/ex1/submit.m",0.2764243,1,
"Coursera-Machine-Learning-Stanford/Week 3/Programming Assignment/machine-learning-ex2/ex2/ex2.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 3/Programming Assignment/machine-learning-ex2/ex2/ex2_reg.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 3/Programming Assignment/machine-learning-ex2/ex2/submit.m",0.2521615,1,
"Coursera-Machine-Learning-Stanford/Week 4/Programming Assignment/machine-learning-ex3/ex3/ex3.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 4/Programming Assignment/machine-learning-ex3/ex3/ex3_nn.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 4/Programming Assignment/machine-learning-ex3/ex3/submit.m",0.2582749,1,
"Coursera-Machine-Learning-Stanford/Week 5/Programming Assignment/machine-learning-ex4/ex4/ex4.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 5/Programming Assignment/machine-learning-ex4/ex4/submit.m",0.2438891,1,
"Coursera-Machine-Learning-Stanford/Week 6/Programming Assignment/machine-learning-ex5/ex5/ex5.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 6/Programming Assignment/machine-learning-ex5/ex5/submit.m",0.2410524,1,
"Coursera-Machine-Learning-Stanford/Week 7/Programming Assignment/machine-learning-ex6/ex6/ex6.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 7/Programming Assignment/machine-learning-ex6/ex6/ex6_spam.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 7/Programming Assignment/machine-learning-ex6/ex6/getVocabList.m",0.0366336,0,
"Coursera-Machine-Learning-Stanford/Week 7/Programming Assignment/machine-learning-ex6/ex6/submit.m",0.2765552,1,Unrecognized function or variable 'parts'.
"Coursera-Machine-Learning-Stanford/Week 8/Programming Assignment/machine-learning-ex7/ex7/ex7.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 8/Programming Assignment/machine-learning-ex7/ex7/ex7_pca.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 8/Programming Assignment/machine-learning-ex7/ex7/submit.m",0.2785082,1,Unrecognized function or variable 'parts'.
"Coursera-Machine-Learning-Stanford/Week 9/Programming Assignment/machine-learning-ex8/ex8/ex8.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 9/Programming Assignment/machine-learning-ex8/ex8/ex8_cofi.m",-1,NaN,
"Coursera-Machine-Learning-Stanford/Week 9/Programming Assignment/machine-learning-ex8/ex8/loadMovieList.m",0.0492259,0,
"Coursera-Machine-Learning-Stanford/Week 9/Programming Assignment/machine-learning-ex8/ex8/submit.m",0.2743004,1,Unrecognized function or variable 'parts'.
"DeepLearnToolbox/CAE/caeexamples.m",0.0584495,1,Unable to find file or directory 'mnist_uint8'.
"DeepLearnToolbox/tests/runalltests.m",0.1321761,0,
"DeepLearnToolbox/util/myOctaveVersion.m",0.0381825,0,
"DeepXi/eval_example.m",0.0026545,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0035091,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0041345,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/eval_stats.m",0.0001905,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003305,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.000371,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/objective_scoring.m",0.0001573,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003524,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0004311,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/run.m",0.0001634,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0005333,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003491,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/spectral_distortion_gamma.m",0.0001316,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003938,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003795,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/spectral_distortion_xi.m",0.0001282,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003212,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003545,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/demand_voice_bank_objective_scoring/objective_scoring.m",0.0001266,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.000339,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003444,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/log/monitor_epoch.m",0.0001466,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003475,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003819,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/log/monitor_iter.m",0.0001271,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003404,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.000361,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/set/deep_xi_test_set.m",0.0001217,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003278,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.00034,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"DeepXi/set/deep_xi_train_set.m",0.0001334,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0003305,1,Execution of script run as a function is not supported:
"DeepXi/run.m",0.0005272,1,Execution of script run as a function is not supported:
C:\work\EnergyMeasuring4SciModels\sampling\repos_projects_filtered_top100stars\DeepXi\run.m
"Detect-Track/rfcn_build.m",0.0607492,1,"Supported compiler not detected. You can install the freely available MinGW-w64 C/C++ compiler; see <a href=""matlab: helpview([docroot '/matlab/helptargets.map'],'install_mingw')"">Install MinGW-w64 Compiler</a>. For more options, visit <a href=""https://www.mathworks.com/support/compilers"">https://www.mathworks.com/support/compilers</a>."
"Detect-Track/experiments/script_DetectTrack_ILSVRC_vid_ResNet_OHEM_rpn.m",0.4347103,1,matcaffe is missing from H:\RFCN\caffe-rfcn\matlab; See README.md
"Detect-Track/experiments/script_Detect_ILSVRC_vid_ResNet_OHEM_rpn.m",0.4153288,1,matcaffe is missing from H:\RFCN\caffe-rfcn\matlab; See README.md
"Detect-Track/utils/vis_inputs.m",0.019532,1,Unable to resolve the name 'caffe_solver.net.blob_vec'.
"DnCNN/Demo_FDnCNN_Color.m",0.132406,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/Demo_FDnCNN_Color_Clip.m",0.1157932,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/Demo_FDnCNN_Gray.m",0.1125797,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/Demo_FDnCNN_Gray_Clip.m",0.1163093,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/Demo_test_CDnCNN_Specific.m",0.1154377,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/Demo_test_DnCNN.m",0.1066808,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/Demo_test_DnCNN3.m",0.1154596,1,Undefined function 'vl_simplenn_move' for input arguments of type 'struct'.
"DnCNN/Demo_test_DnCNN_C.m",0.1082034,1,Undefined function 'vl_simplenn_move' for input arguments of type 'struct'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_DagNN_v1.1/Demo_Test_DnCNN_DAG.m",0.1280304,1,Unable to resolve the name 'dagnn.DagNN.loadobj'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_DagNN_v1.1/Demo_Train_DnCNN_DAG.m",0.1317176,1,Unable to resolve the name 'dagnn.DagNN'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_DagNN_v1.1/DnCNN_Init.m",0.0133129,1,Unable to resolve the name 'dagnn.DagNN'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_DagNN_v1.1/utilities/Demo_DagNN_Merge_Bnorm.m",0.0647985,1,Unable to resolve the name 'dagnn.DagNN.loadobj'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.0/Demo_Test_model_64_25_Res_Bnorm_Adam.m",0.113917,1,Unable to find file or directory 'data\model_64_25_Res_Bnorm_Adam\model_64_25_Res_Bnorm_Adam-epoch-1.mat'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.0/Demo_Train_model_64_25_Res_Bnorm_Adam.m",0.0316175,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.0/data/GenerateData_model_64_25_Res_Bnorm_Adam.m",139.0080414,0,
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.1/Demo_Test_model_64_25_Res_Bnorm_Adam.m",0.1083165,1,Unable to find file or directory 'data\model_64_25_Res_Bnorm_Adam\model_64_25_Res_Bnorm_Adam-epoch-50.mat'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.1/Demo_Train_model_64_25_Res_Bnorm_Adam.m",0.0326709,1,Undefined function 'vl_simplenn_tidy' for input arguments of type 'struct'.
"DnCNN/TrainingCodes/DnCNN_TrainingCodes_v1.1/data/GenerateTrainingPatches.m",0.0439531,0,
"DnCNN/utilities/Merge_Bnorm_Demo.m",2.3948911,0,
"ECO/demo_ECO.m",2.4632517,1,Unable to find file or directory 'networks/imagenet-vgg-m-2048.mat'.
"ECO/demo_ECO_HC.m",0.0504908,1,Undefined function 'fhog' for input arguments of type 'single'.
